Date,Location,Province,Address,Health Authority,Drug Checking Site,Sold As/Expected Drug,Category,Colour,Texture,Code,Fentanyl,Benzodiazepine,FTIR Spectrometer,Source
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,DOB,Psychedelic,Light Brown,Granules,N/A,Negative,Negative,"Uncertain match, Dob",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Brown,Flake,N/A,Positive,Negative,"Para-fluorofentanyl, Erythritol, Caffeine, Uncertain match",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Brown,Granules,N/A,Positive,Negative,"Para-fluorofentanyl, Dimethyl sulfone, Uncertain carbohydrate, Caffeine, Erythritol",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Brown,Granules,N/A,Positive,Negative,"Para-fluorofentanyl, Erythritol, Caffeine",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,GYDT (West),Unknown,Unknown,Light Brown,Granules,N/A,Positive,Negative,"Uncertain match, Fentanyl",bccsu-drugsense.onrender.com
2024-06-18,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Living Positive Resource Centre,Fentanyl,Opioid,White,Powder,N/A,Negative,Negative,"Uncertain oil, Uncertain carbohydrate",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,GYDT (West),Methamphetamine,Stimulant,Colourless,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,GYDT (West),Methamphetamine,Stimulant,Colourless,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Green,Granules,N/A,Positive,Negative,"Erythritol, Fentanyl, Caffeine",bccsu-drugsense.onrender.com
2024-06-18,Chilliwack,BC,"Chilliwack, BC, Canada",Fraser Health,Ruth and Naomi's (Chilliwack),Crack Cocaine,Stimulant,White,Pebble,N/A,Negative,Unspecified,"Phenacetin, Cocaine base, Uncertain match",bccsu-drugsense.onrender.com
2024-06-18,Chilliwack,BC,"Chilliwack, BC, Canada",Fraser Health,Ruth and Naomi's (Chilliwack),DMT,Psychedelic,Yellow,Granules,N/A,Negative,Unspecified,Dmt,bccsu-drugsense.onrender.com
2024-06-18,Chilliwack,BC,"Chilliwack, BC, Canada",Fraser Health,Ruth and Naomi's (Chilliwack),Down (Unknown Opioid),Opioid,Dark Brown,Residue,N/A,Positive,Negative,"Uncertain match, Erythritol",bccsu-drugsense.onrender.com
2024-06-18,Chilliwack,BC,"Chilliwack, BC, Canada",Fraser Health,Ruth and Naomi's (Chilliwack),Down (Unknown Opioid),Opioid,Dark Grey,Chunk,N/A,Positive,Positive,"Uncertain match, Para-fluorofentanyl, Caffeine, Erythritol, Fentanyl",bccsu-drugsense.onrender.com
2024-06-18,Chilliwack,BC,"Chilliwack, BC, Canada",Fraser Health,Ruth and Naomi's (Chilliwack),Down (Unknown Opioid),Opioid,Pink,Powder,N/A,Positive,Negative,"Caffeine, Para-fluorofentanyl, Fentanyl, Erythritol",bccsu-drugsense.onrender.com
2024-06-18,Chilliwack,BC,"Chilliwack, BC, Canada",Fraser Health,Ruth and Naomi's (Chilliwack),Fentanyl,Opioid,Yellow,Granules,N/A,Positive,Negative,"Para-fluorofentanyl, Erythritol, Uncertain match",bccsu-drugsense.onrender.com
2024-06-18,Chilliwack,BC,"Chilliwack, BC, Canada",Fraser Health,Ruth and Naomi's (Chilliwack),GHB,Depressant,Colourless,Liquid,N/A,Negative,Negative,"1,4-butanediol, Water",bccsu-drugsense.onrender.com
2024-06-18,Chilliwack,BC,"Chilliwack, BC, Canada",Fraser Health,Ruth and Naomi's (Chilliwack),Heroin,Opioid,Brown,Powder,N/A,Negative,Negative,"Heroin hcl, Uncertain match",bccsu-drugsense.onrender.com
2024-06-18,Chilliwack,BC,"Chilliwack, BC, Canada",Fraser Health,Ruth and Naomi's (Chilliwack),Methamphetamine,Stimulant,Colourless,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-18,Chilliwack,BC,"Chilliwack, BC, Canada",Fraser Health,Ruth and Naomi's (Chilliwack),Unknown,Unknown,Brown,Powder,N/A,Positive,Negative,"Uncertain match, Para-fluorofentanyl",bccsu-drugsense.onrender.com
2024-06-18,Chilliwack,BC,"Chilliwack, BC, Canada",Fraser Health,Ruth and Naomi's (Chilliwack),Unknown,Unknown,White,Powder,N/A,Positive,Negative,"Para-fluorofentanyl, Uncertain match, Caffeine",bccsu-drugsense.onrender.com
2024-06-18,Coquitlam,BC,"Coquitlam, BC, Canada",Fraser Health,3030 Gordon,Down (Unknown Opioid),Opioid,Pink,Powder,N/A,Positive,Positive,"Bromazolam, Fentanyl, Caffeine",bccsu-drugsense.onrender.com
2024-06-18,Cranbrook,BC,"Cranbrook, BC, Canada",Interior Health,ANKORS (Cranbrook),Methamphetamine,Stimulant,Colourless,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-18,Cranbrook,BC,"Cranbrook, BC, Canada",Interior Health,ANKORS (Cranbrook),Methamphetamine,Stimulant,Colourless,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-18,Cranbrook,BC,"Cranbrook, BC, Canada",Interior Health,ANKORS (Cranbrook),Unknown,Unknown,Orange,Tablet (pharmaceutical),N/A,Negative,Negative,Microcrystalline cellulose,bccsu-drugsense.onrender.com
2024-06-18,Grand Forks,BC,"Grand Forks, BC, Canada",Interior Health,ANKORS (Grand Forks),Down (Unknown Opioid),Opioid,Blue,Pebble,N/A,Positive,Positive,"Caffeine, Erythritol, Fentanyl",bccsu-drugsense.onrender.com
2024-06-18,Grand Forks,BC,"Grand Forks, BC, Canada",Interior Health,ANKORS (Grand Forks),Down (Unknown Opioid),Opioid,Green,Pebble,N/A,Positive,Positive,"Fentanyl, Erythritol, Caffeine",bccsu-drugsense.onrender.com
2024-06-18,Grand Forks,BC,"Grand Forks, BC, Canada",Interior Health,ANKORS (Grand Forks),Down (Unknown Opioid),Opioid,Grey,Pebble,N/A,Positive,Positive,"Fentanyl, Erythritol, Caffeine",bccsu-drugsense.onrender.com
2024-06-18,Grand Forks,BC,"Grand Forks, BC, Canada",Interior Health,ANKORS (Grand Forks),Down (Unknown Opioid),Opioid,Light Orange,Pebble,N/A,Positive,Positive,"Fentanyl, Erythritol, Caffeine",bccsu-drugsense.onrender.com
2024-06-18,Grand Forks,BC,"Grand Forks, BC, Canada",Interior Health,ANKORS (Grand Forks),Down (Unknown Opioid),Opioid,Pink,Pebble,N/A,Positive,Positive,"Erythritol, Fentanyl, Caffeine",bccsu-drugsense.onrender.com
2024-06-18,Grand Forks,BC,"Grand Forks, BC, Canada",Interior Health,ANKORS (Grand Forks),Down (Unknown Opioid),Opioid,Yellow,Pebble,N/A,Positive,Positive,"Fentanyl, Erythritol, Caffeine",bccsu-drugsense.onrender.com
2024-06-18,Kamloops,BC,"Kamloops, BC, Canada",Interior Health,ASK Wellness (433 Tranquille),Methamphetamine,Stimulant,Colourless,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-18,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Outreach Urban Health,Unknown,Unknown,White,Granules,N/A,Negative,Negative,Erythritol,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,GYDT (West),Cocaine,Stimulant,White,Granules,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Brown,Granules,N/A,Positive,Negative,"Uncertain match, Erythritol, Caffeine, Para-fluorofentanyl base",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Cocaine,Stimulant,White,Powder,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Grey,Pebble,N/A,Negative,Negative,"Uncertain match, Caffeine, Erythritol",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Green,Chunk,N/A,Positive,Positive,"Caffeine, Erythritol, Fentanyl",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Methamphetamine,Stimulant,Colourless,Crystal,N/A,Negative,Unspecified,"Dimethyl sulfone, Methamphetamine",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Methamphetamine,Stimulant,Colourless,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Methamphetamine,Stimulant,Colourless,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Methamphetamine,Stimulant,Colourless,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Light Brown,Granules,N/A,Positive,Negative,"Erythritol, Caffeine, Fentanyl",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,O-PCE,Psychedelic,White,Powder,N/A,Negative,Unspecified,O-pce,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Supplement,Other,White,Powder,N/A,Negative,Negative,"Uncertain match, Uncertain carbohydrate, Lactose",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Supplement,Other,White,Powder,N/A,Negative,Negative,"Uncertain oil, Microcrystalline cellulose, Diclofenac",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Green,Organic,N/A,Negative,Unspecified,"Uncertain mineral, Uncertain match, Uncertain oil, Uncertain carbohydrate, Microcrystalline cellulose",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Light Pink,Powder,N/A,Negative,Positive,Bromazolam,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Light Pink,Powder,N/A,Negative,Positive,Bromazolam,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Crack Cocaine,Stimulant,White,Chunk,N/A,Negative,Unspecified,Cocaine base,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Green,Chunk,N/A,Positive,Positive,"Caffeine, Erythritol, Fentanyl",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,Purple,Crystal,N/A,Negative,Negative,Mdma,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Green,Chunk,N/A,Positive,Positive,"Caffeine, Erythritol, Fentanyl",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Pink,Pebble,N/A,Positive,Positive,"Erythritol, Bromazolam, Ortho-methylfentanyl, Caffeine",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Purple,Pebble,N/A,Positive,Positive,"Caffeine, Erythritol, Ortho-methylfentanyl, Bromazolam",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Yellow,Chunk,N/A,Positive,Negative,"Erythritol, Caffeine, Fentanyl",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Yellow,Chunk,N/A,Positive,Negative,"Fentanyl, Erythritol, Caffeine",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Methamphetamine,Stimulant,Colourless,Liquid,N/A,Negative,Negative,"Uncertain match, Water",bccsu-drugsense.onrender.com
2024-06-18,Vernon,BC,"Vernon, BC, Canada",Interior Health,Medicine Shoppe Pharmacy,Cocaine,Stimulant,White,Powder,N/A,Negative,Negative,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-18,Vernon,BC,"Vernon, BC, Canada",Interior Health,Medicine Shoppe Pharmacy,Cocaine,Stimulant,White,Powder,N/A,Negative,Negative,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-18,Vernon,BC,"Vernon, BC, Canada",Interior Health,Medicine Shoppe Pharmacy,Cocaine,Stimulant,White,Powder,N/A,Negative,Negative,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-18,Vernon,BC,"Vernon, BC, Canada",Interior Health,Medicine Shoppe Pharmacy,Ketamine,Psychedelic,White,Powder,N/A,Negative,Negative,"Cocaine hcl, Ketamine",bccsu-drugsense.onrender.com
2024-06-18,Vernon,BC,"Vernon, BC, Canada",Interior Health,Medicine Shoppe Pharmacy,Ketamine,Psychedelic,White,Powder,N/A,Negative,Negative,Ketamine,bccsu-drugsense.onrender.com
2024-06-18,Vernon,BC,"Vernon, BC, Canada",Interior Health,Medicine Shoppe Pharmacy,Ketamine,Psychedelic,White,Powder,N/A,Negative,Negative,Ketamine,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,White,Crystal,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Purple,Crystal,N/A,Negative,Negative,Mdma,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,Light Yellow,Crystal,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Fentanyl,Opioid,Yellow,Granules,N/A,Positive,Negative,"Fentanyl, Caffeine",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,Light Purple,Crystal,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Light Brown,Granules,N/A,Positive,Positive,"Fentanyl, Uncertain match, Ortho-methylfentanyl, Erythritol, Caffeine",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Light Green,Pebble,N/A,Positive,Negative,"Erythritol, Fentanyl, Caffeine",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Light Orange,Pebble,N/A,Positive,Negative,"Caffeine, Fentanyl, Erythritol",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Light Pink,Granules,N/A,Positive,Positive,"Caffeine, Uncertain match, Fentanyl, Xylitol",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Light Yellow,Granules,N/A,Positive,Positive,"Erythritol, Uncertain carbohydrate, Caffeine, Fentanyl",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Purple,Pebble,N/A,Positive,Negative,"Uncertain carbohydrate, Caffeine, Erythritol, Fentanyl",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Fentanyl,Opioid,Brown,Pebble,N/A,Positive,Negative,"Ortho-methylfentanyl, Uncertain match",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Fentanyl,Opioid,Light Brown,Granules,N/A,Positive,Negative,Para-fluorofentanyl,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Fentanyl,Opioid,Light Brown,Granules,N/A,Positive,Negative,Para-fluorofentanyl base,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Fentanyl,Opioid,Light Brown,Pebble,N/A,Positive,Negative,Fentanyl,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Fentanyl,Opioid,Yellow,Granules,N/A,Negative,Negative,Despropionyl para-fluorofentanyl,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Light Brown,Granules,N/A,Positive,Negative,"Para-fluorofentanyl, Caffeine, Erythritol, Uncertain match",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,GBL,Depressant,Colourless,Liquid,N/A,Negative,Unspecified,"Water, 1,4-butanediol, Gbl",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Ketamine,Psychedelic,White,Powder,N/A,Negative,Unspecified,"Uncertain match, Ketamine",bccsu-drugsense.onrender.com
2024-06-18,Vernon,BC,"Vernon, BC, Canada",Interior Health,Medicine Shoppe Pharmacy,Ketamine,Psychedelic,White,Powder,N/A,Positive,Negative,"Ketamine, Mdma, Cocaine hcl",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,Light Blue,Crystal,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,Colourless,Crystal,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,Brown,Crystal,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,LSD,Psychedelic,Pink,Blotter paper (tab),N/A,Negative,Unspecified,,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,Light Brown,Crystal,N/A,Negative,Negative,Mdma,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Ketamine,Psychedelic,Colourless,Crystal,N/A,Negative,Unspecified,"Ketamine, Uncertain match",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Ketamine,Psychedelic,Colourless,Crystal,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,GHB,Depressant,Colourless,Liquid,N/A,Negative,Unspecified,"1,4-butanediol, Gbl, Ghb (wet), Water",bccsu-drugsense.onrender.com
2024-06-18,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Ketamine,Psychedelic,Colourless,Crystal,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-17,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,2C-B,Psychedelic,Light Brown,Powder,N/A,Negative,Unspecified,2c-family,bccsu-drugsense.onrender.com
2024-06-17,Penticton,BC,"Penticton, BC, Canada",Interior Health,Burdock House (Penticton),Down (Unknown Opioid),Opioid,Dark Yellow,Chunk,N/A,Positive,Positive,"Caffeine, Erythritol, Para-fluorofentanyl",bccsu-drugsense.onrender.com
2024-06-17,Penticton,BC,"Penticton, BC, Canada",Interior Health,Burdock House (Penticton),Unknown,Unknown,White,Chunk,N/A,Negative,Negative,Cocaine base,bccsu-drugsense.onrender.com
2024-06-17,Penticton,BC,"Penticton, BC, Canada",Interior Health,Martin St Outreach Centre OPS,Down (Unknown Opioid),Opioid,Black,Residue,N/A,Positive,Positive,"Caffeine, Bromazolam, Fentanyl",bccsu-drugsense.onrender.com
2024-06-17,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Alprazolam,Depressant,White,Pressed tablet,N/A,Negative,Positive,"Uncertain oil, Uncertain match, Dicalcium phosphate",bccsu-drugsense.onrender.com
2024-06-17,Penticton,BC,"Penticton, BC, Canada",Interior Health,Martin St Outreach Centre OPS,Unknown,Unknown,Colourless,Crystal,N/A,Negative,Negative,Sucrose,bccsu-drugsense.onrender.com
2024-06-17,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Alprazolam,Depressant,Light Yellow,Pressed tablet,N/A,Negative,Positive,"Bromazolam, Microcrystalline cellulose, Uncertain oil",bccsu-drugsense.onrender.com
2024-06-17,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,3-MMC,Stimulant,White,Powder,N/A,Negative,Unspecified,3-mmc,bccsu-drugsense.onrender.com
2024-06-17,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Alprazolam,Depressant,White,Chunk,N/A,Negative,Positive,"Bromazolam, Uncertain oil, Microcrystalline cellulose",bccsu-drugsense.onrender.com
2024-06-17,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Alprazolam,Depressant,White,Chunk,N/A,Negative,Positive,"Calcium stearate, Uncertain match, Microcrystalline cellulose",bccsu-drugsense.onrender.com
2024-06-17,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Alprazolam,Depressant,White,Pressed tablet,N/A,Negative,Positive,"Bromazolam, Microcrystalline cellulose, Uncertain oil",bccsu-drugsense.onrender.com
2024-06-17,Penticton,BC,"Penticton, BC, Canada",Interior Health,Burdock House (Penticton),Cocaine,Stimulant,White,Powder,N/A,Negative,Negative,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-17,Penticton,BC,"Penticton, BC, Canada",Interior Health,Burdock House (Penticton),Crack Cocaine,Stimulant,White,Chunk,N/A,Negative,Negative,Cocaine base,bccsu-drugsense.onrender.com
2024-06-17,Nanaimo,BC,"Nanaimo, BC, Canada",Island Health,CMHA (Albert St.),Down (Unknown Opioid),Opioid,Dark Purple,Paste,N/A,Negative,Negative,Uncertain match,bccsu-drugsense.onrender.com
2024-06-17,New Westminster,BC,"New Westminster, BC, Canada",Fraser Health,Purpose Society,Ethanol,Other,Light Yellow,Liquid,N/A,Negative,Negative,"Water, Ethanol",bccsu-drugsense.onrender.com
2024-06-17,New Westminster,BC,"New Westminster, BC, Canada",Fraser Health,Purpose Society,Cocaine,Stimulant,White,Powder,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-17,Nelson,BC,"Nelson, BC, Canada",Interior Health,ANKORS (Nelson),Ketamine,Psychedelic,Colourless,Crystal,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-17,Nelson,BC,"Nelson, BC, Canada",Interior Health,ANKORS (Nelson),Ketamine,Psychedelic,Colourless,Chunk,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-17,Nanaimo,BC,"Nanaimo, BC, Canada",Island Health,CMHA (Albert St.),Down (Unknown Opioid),Opioid,Grey,Chunk,N/A,Positive,Positive,"Fentanyl, Bromazolam, Xylazine, Caffeine, Erythritol",bccsu-drugsense.onrender.com
2024-06-17,Nanaimo,BC,"Nanaimo, BC, Canada",Island Health,CMHA (Albert St.),Down (Unknown Opioid),Opioid,Brown,Chunk,N/A,Positive,Negative,"Fentanyl, Heroin hcl, Caffeine, Erythritol",bccsu-drugsense.onrender.com
2024-06-17,Nanaimo,BC,"Nanaimo, BC, Canada",Island Health,CMHA (Albert St.),Down (Unknown Opioid),Opioid,Blue,Chunk,N/A,Positive,Negative,"Caffeine, Erythritol",bccsu-drugsense.onrender.com
2024-06-17,Maple Ridge,BC,"Maple Ridge, BC, Canada",Fraser Health,Maple Ridge Mods,Oxycodone,Opioid,Light Green,Tablet (pharmaceutical),N/A,Positive,Negative,"Acetaminophen, Uncertain oil, Mannitol",bccsu-drugsense.onrender.com
2024-06-17,Kamloops,BC,"Kamloops, BC, Canada",Interior Health,ASK Wellness (433 Tranquille),Cocaine,Stimulant,White,Powder,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-17,Chilliwack,BC,"Chilliwack, BC, Canada",Fraser Health,Public Health Unit (Chilliwack),Down (Unknown Opioid),Opioid,Yellow,Chunk,N/A,Positive,Negative,"Para-fluorofentanyl, Caffeine, Uncertain match, Erythritol",bccsu-drugsense.onrender.com
2024-06-17,Chilliwack,BC,"Chilliwack, BC, Canada",Fraser Health,Public Health Unit (Chilliwack),Down (Unknown Opioid),Opioid,Orange,Chunk,N/A,Positive,Negative,"Uncertain match, Erythritol, Para-fluorofentanyl, Caffeine",bccsu-drugsense.onrender.com
